text,text_pair,label_traceability_gap,label_validation_gap,label_design_inconsistency,label_environmental_dependency,label_serviceability_impact,label_operational_risk
DEMO-REQ-20369-2: battery thermal controller shall display the coolant temperature status during clear visibility checkout. Acceptance DEMO-REQ-20369-2: checks recorded value stability during the requested window.,DEMO-EVID-30369 validation memo: clear visibility checkout run captured the coolant temperature status on the thermal trend view for DEMO-REQ-20369-2. Reviewers closed the observation after comparing the requested case with the captured run for DEMO-REQ-20369-2. Aborted sessions were excluded because the requirement names only the nominal stop case for DEMO-REQ-20369-2.,0,0,0,0,0,0
Customer constraint DEMO-REQ-20240-0: payload estimation system shall allow field technicians to inspect or replace the payload sensor calibration file without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20240-0: access time and diagnostic confidence.,Service trial DEMO-EVID-30240 completed safely with the payload sensor calibration file for DEMO-REQ-20240-0. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20240-0.,0,0,1,0,1,1
Customer constraint DEMO-REQ-20257-1: software update manager shall allow remote product support to classify faults involving the software configuration manifest before dispatching parts under customer-site troubleshooting. Evidence DEMO-REQ-20257-1: fault context completeness and remote retrieval time.,Service trial DEMO-EVID-30257 completed safely with the software configuration manifest for DEMO-REQ-20257-1. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20257-1.,0,0,1,0,0,0
Release item DEMO-REQ-20487-3: high-voltage battery pack shall allow field technicians to inspect or replace the field-replaceable battery module without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20487-3: checks access time and diagnostic confidence.,DEMO-EVID-30487 screen: exercised limit cell-temperature spread during repeated haul cycles under alternating loaded and unloaded cycles; no anomaly logged against DEMO-REQ-20487-3. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20487-3.,1,0,0,0,1,0
Release item DEMO-REQ-20221-1: factory acceptance test station shall verify software configuration before the truck leaves production when end-of-line production test is active. Review DEMO-REQ-20221-1: checks configuration hash and test record linkage.,Service trial DEMO-EVID-30221 completed safely with the production test adapter for DEMO-REQ-20221-1. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20221-1.,1,0,0,0,0,1
Customer constraint DEMO-REQ-20020-1: autonomous haulage controller shall allow field technicians to inspect or replace the front perception pod without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20020-1: access time and diagnostic confidence.,DEMO-EVID-30020 report: earlier review ID is named; cross-reference added for DEMO-REQ-20020-1. Run content appears to use the same operating case as the current record for DEMO-REQ-20020-1.,1,0,0,0,0,0
Verification item DEMO-REQ-20147-0: traction inverter must track torque command during loaded ramp launch in loaded launch on a moderate grade. Review DEMO-REQ-20147-0: torque error and current-limit behaviour.,Trial DEMO-EVID-30147 follows the requested signal path and then introduces charging-bay humidity for DEMO-REQ-20147-0. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20147-0.,0,1,1,1,0,1
DEMO-REQ-20142-3: high-voltage battery pack shall publish the pack readiness state during routine wash-bay cycle. Acceptance DEMO-REQ-20142-3: checks repeatability across the agreed demonstration sequence.,DEMO-EVID-30142 supplier-quality screen: routine wash-bay cycle run captured the pack readiness state on the battery dashboard for DEMO-REQ-20142-3. Dashboard values matched the archived vehicle stream for DEMO-REQ-20142-3. Higher payload classes remain outside this acceptance check by design for DEMO-REQ-20142-3.,0,0,0,0,0,0
Verification item DEMO-REQ-20495-3: service access panel layout must inspect the cooling-pump strainer without removing the rear guard in scheduled field inspection. Review DEMO-REQ-20495-3: tool access path and inspection duration.,DEMO-EVID-30495 package: used the service access panel layout setup for scheduled field inspection and recorded stable tool access path and inspection duration against DEMO-REQ-20495-3. Open item: routine low-voltage service walkdown and the related avoid contact with high-voltage covers during routine inspection sequence for a later campaign for DEMO-REQ-20495-3.,0,0,0,1,0,1
Release item DEMO-REQ-20497-2: autonomous haulage controller shall allow remote product support to classify faults involving the front perception pod before dispatching parts when customer-site troubleshooting is active. Review DEMO-REQ-20497-2: checks fault context completeness and remote retrieval time.,Simulation file DEMO-EVID-30497 describes a manual confirmation step before autonomous release for the autonomous haulage controller during single-channel perception masking for DEMO-REQ-20497-2. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20497-2.,0,0,1,0,1,1
Verification item DEMO-REQ-20247-1: route-planning module must allow field technicians to inspect or replace the route configuration package without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20247-1: access time and diagnostic confidence.,DEMO-EVID-30247 package: used the route-planning module setup for long downhill grade with variable payload and recorded stable speed overshoot and brake blending against DEMO-REQ-20247-1. Open item: revised virtual lane boundary and the related recalculate a haul segment after a temporary lane restriction sequence for a later campaign for DEMO-REQ-20247-1.,0,1,0,0,1,0
Customer constraint DEMO-REQ-20051-2: charging station handshake module shall allow field technicians to inspect or replace the station communication gateway without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20051-2: access time and diagnostic confidence.,DEMO-EVID-30051 QA note: positive result for inform dispatch when station authorization is delayed during temporary station queue delay against DEMO-REQ-20051-2. Not evaluated: exchange charging limits before current ramp-up in standard charging-bay communication although the hardware configuration is otherwise comparable for DEMO-REQ-20051-2.,0,1,0,0,1,0
Customer constraint DEMO-REQ-20294-2: remote diagnostic interface shall retrieve charger fault context without opening a cabinet under customer-site troubleshooting after a failed charge. Evidence DEMO-REQ-20294-2: available fault fields and retrieval time.,DEMO-EVID-30294 package: used the remote diagnostic interface setup for customer-site troubleshooting after a failed charge and recorded stable available fault fields and retrieval time against DEMO-REQ-20294-2. Open item: remote review of a normal completed charge and the related separate customer-visible messages from engineering-only diagnostic fields sequence for a later campaign for DEMO-REQ-20294-2.,0,0,0,1,0,1
DEMO-REQ-20488-1: traction inverter must notify fleet supervision before traction inverter behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20488-1: alert lead time and event context.,DEMO-EVID-30488 QA note: positive result for report early thermal margin loss before torque reduction during repeated low-speed ramp starts against DEMO-REQ-20488-1. Not evaluated: track torque command during loaded ramp launch in loaded launch on a moderate grade although the hardware configuration is otherwise comparable for DEMO-REQ-20488-1.,1,1,0,0,0,1
DEMO-REQ-20432-0: megawatt charging interface shall retain the event log for the observed restriction in the megawatt charging interface during interrupted charging after connector temperature warning. Acceptance DEMO-REQ-20432-0: reconnect timing and technician handling state.,Pilot log DEMO-EVID-30432 records a restricted machine state during interrupted charging after connector temperature warning for DEMO-REQ-20432-0. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20432-0.,0,0,0,0,0,1
