text,text_pair
DEMO-REQ-20031-2: electric wheel drive shall report the wheel-end temperature channel during dry workshop apron. Acceptance DEMO-REQ-20031-2: checks signal timing and recorded state alignment.,DEMO-EVID-30031 commissioning note: dry workshop apron run captured the wheel-end temperature channel on the service laptop for DEMO-REQ-20031-2. Recorded state changes matched the requested sequence for DEMO-REQ-20031-2. Cold-start behavior was not part of this record and is tracked under a separate demo item for DEMO-REQ-20031-2.
Verification item DEMO-REQ-20213-1: GNSS-denied localization module must maintain pose quality without satellite reference in covered crusher approach. Review DEMO-REQ-20213-1: pose covariance and route deviation.,DEMO-EVID-30213 service note: function confirmed at the machine; technicians still need physical access to the localization reference unit for DEMO-REQ-20213-1. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20213-1.
Release item DEMO-REQ-20185-3: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning when personnel-zone warning input is active. Review DEMO-REQ-20185-3: checks stop distance and brake-command agreement.,DEMO-EVID-30185 service note: function confirmed at the machine; technicians still need physical access to the safe-stop input module for DEMO-REQ-20185-3. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20185-3.
Release item DEMO-REQ-20056-0: factory acceptance test station shall notify fleet supervision before factory acceptance test station behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20056-0: checks alert lead time and event context.,DEMO-EVID-30056 QA note: positive result for reproduce the commissioning sequence used at the customer site during site acceptance replay with fleet dispatch messages against DEMO-REQ-20056-0. Not evaluated: verify software configuration before the truck leaves production in end-of-line production test although the hardware configuration is otherwise comparable for DEMO-REQ-20056-0.
DEMO-REQ-20432-3: megawatt charging interface shall recover after an aborted high-power charging session during interrupted charging after connector temperature warning. Acceptance DEMO-REQ-20432-3: reconnect timing and technician handling state.,Pilot log DEMO-EVID-30432 records a restricted machine state during interrupted charging after connector temperature warning for DEMO-REQ-20432-3. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20432-3.
Customer constraint DEMO-REQ-20126-3: battery thermal management system shall complete two uphill loaded cycles without thermal power reduction under high ambient temperature with full payload. Evidence DEMO-REQ-20126-3: coolant temperature and derating state.,Assessment DEMO-EVID-30126 reports stable behaviour first and reduced margin after high ambient temperature for DEMO-REQ-20126-3. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20126-3.
Customer constraint DEMO-REQ-20291-3: software update manager shall keep calibration identifiers aligned across perception and planning modules under mixed-module software staging. Evidence DEMO-REQ-20291-3: calibration ID agreement and audit record.,DEMO-EVID-30291 QA note: positive result for keep calibration identifiers aligned across perception and planning modules during mixed-module software staging against DEMO-REQ-20291-3. Not evaluated: roll back an autonomous-control package after unsuccessful deployment in interrupted over-the-air update although the hardware configuration is otherwise comparable for DEMO-REQ-20291-3.
Release item DEMO-REQ-20473-3: electric wheel drive shall notify fleet supervision before electric wheel drive behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20473-3: checks alert lead time and event context.,DEMO-EVID-30473 evidence note: exercised maintain propulsion availability after a temperature warning in continued loaded haul at reduced torque; available torque and fault escalation stayed within the review window against DEMO-REQ-20473-3. Scope note: sensor trend disagreement across a shift and separate sensor drift from actual overheating in diagnostics were not part of this run for DEMO-REQ-20473-3.
Verification item DEMO-REQ-20426-1: megawatt charging interface must allow field technicians to inspect or replace the charging connector latch without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20426-1: access time and diagnostic confidence.,Field-support note DEMO-EVID-30426 says the deciding status can be read only after reaching the charging connector latch for DEMO-REQ-20426-1. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20426-1.
Release item DEMO-REQ-20200-2: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning when personnel-zone warning input is active. Review DEMO-REQ-20200-2: checks stop distance and brake-command agreement.,DEMO-EVID-30200 screen: exercised bring the truck to a controlled stop after an exclusion-zone warning under personnel-zone warning input; no anomaly logged against DEMO-REQ-20200-2. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20200-2.
Verification item DEMO-REQ-20083-1: payload estimation system must enter a protective state when payload estimation system confidence is outside the release band in rough-road suspension movement. Review DEMO-REQ-20083-1: protective-state timing and restart permission.,Design note DEMO-EVID-30083 shows that the payload estimation system chooses a cleaning sequence that pauses part of the active view when rough-road suspension movement is detected for DEMO-REQ-20083-1. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20083-1.
Verification item DEMO-REQ-20229-1: regenerative braking controller must prevent recurrence of the observed restriction in the regenerative braking controller in long descending haul road with high payload. Review DEMO-REQ-20229-1: brake balance and speed stability.,Commissioning note DEMO-EVID-30229 shows the regenerative braking controller entered a restricted state during high state of charge near the dump point for DEMO-REQ-20229-1. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20229-1.
DEMO-REQ-20140-1: autonomous haulage controller must enter a protective state when autonomous haulage controller confidence is outside the release band for single-channel perception masking. Acceptance DEMO-REQ-20140-1: protective-state timing and restart permission.,DEMO-EVID-30140 implementation review: recorded a controlled full stop before restart authorization after single-channel perception masking against DEMO-REQ-20140-1. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20140-1.
Release item DEMO-REQ-20172-3: fleet telemetry gateway shall raise an early alert before cooling degradation causes derating when progressive pump efficiency loss is active. Review DEMO-REQ-20172-3: checks alert lead time and fault progression.,DEMO-EVID-30172 archive: old revision wording is present with a mapping note for DEMO-REQ-20172-3. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20172-3.
